Error Message,Count,Percentage,claude-3-5,claude-3-7,deepseek-r1,deepseek-s3,gpt-4o,o3-mini,deployment,syntax_validation,yaml_validation
'IoTRuleRole' dependency already enforced by a 'GetAtt' at 'Resources/IoTDataRule/Properties/TopicRulePayload/Actions/0/Sns/RoleArn',1,0.01,1,0,0,0,0,0,0,1,0
'IoTDataQueue' dependency already enforced by a 'GetAtt' at 'Resources/QueueSubscription/Properties/Endpoint',1,0.01,1,0,0,0,0,0,0,1,0
'IoTDataTopic' dependency already enforced by a 'Ref' at 'Resources/QueueSubscription/Properties/TopicArn',1,0.01,1,0,0,0,0,0,0,1,0
'IoTDataQueue' dependency already enforced by a 'GetAtt' at 'Resources/QueuePolicy/Properties/PolicyDocument/Statement/0/Resource',1,0.01,1,0,0,0,0,0,0,1,0
'IoTDataQueue' dependency already enforced by a 'Ref' at 'Resources/QueuePolicy/Properties/Queues/0',1,0.01,1,0,0,0,0,0,0,1,0
'IoTDataTopic' dependency already enforced by a 'Ref' at 'Resources/IoTDataTopicPolicy/Properties/PolicyDocument/Statement/0/Resource',1,0.01,1,0,0,0,0,0,0,1,0
"YAML syntax error at line 7, column 16: mapping values are not allowed here",1,0.01,1,0,0,0,0,0,0,0,1
'PrimaryRoutingControl' dependency already enforced by a 'GetAtt' at 'Resources/SafetyRule/Properties/AssertionRule/AssertedControls/0',1,0.01,1,0,0,0,0,0,0,1,0
'LambdaExecutionRole' dependency already enforced by a 'GetAtt' at 'Resources/SampleLambdaFunction/Properties/Role',1,0.01,1,0,0,0,0,0,0,1,0
"Line 122: too many spaces inside brackets
Line 123: too many spaces inside brackets",1,0.01,1,0,0,0,0,0,0,0,1
'ControlPanel' dependency already enforced by a 'GetAtt' at 'Resources/PrimaryRoutingControl/Properties/ControlPanelArn',1,0.01,1,0,0,0,0,0,0,1,0
Line 10: syntax error: found character '`' that cannot start any token (syntax),1,0.01,1,0,0,0,0,0,0,0,1
'WriteScalingTarget' dependency already enforced by a 'Ref' at 'Resources/WriteScalingPolicy/Properties/ScalingTargetId',1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""Invalid request provided: 3 validation errors detected: Value at 'configuration.1.member.type' failed to satisfy constraint: Member must not be null; Value at 'configuration.1.member.parameters.1.member.values' failed to satisfy constraint: Member must satisfy constraint: [Member must have length less than or equal to 256, Member must have length greater than or equal to 1, Member must satisfy regular expression pattern: ^([\p{L}\p{Z}\p{N}_.:/=+\-@]*)$]; Value at 'configuration.1.member.parameters.1.member.name' failed to satisfy constraint: Member must satisfy regular expression pattern: [a-z-]+ (Service: ResourceGroups, Status Code: 400, Request ID: 2853a108-2b44-4190-bac2-776251bdae7b) (SDK Attempt Count: 1)"" (RequestToken: 7360337e-a592-8d87-0969-3569e7a5954e, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Policy contains a statement with one or more invalid principals. (Service: Kms, Status Code: 400, Request ID: 2f54f8bb-4969-4785-b024-12045df2b615)"" (RequestToken: fe03f67a-506c-4c14-5a2a-9c49719a63ff, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Policy arn:aws:iam::aws:policy/service-role/AWSEmrServerlessServiceRole does not exist or is not attachable. (Service: Iam, Status Code: 404, Request ID: 69f6b8e4-ba11-468c-a04a-674371d2e909) (SDK Attempt Count: 1)"" (RequestToken: 10bba23a-ec6e-fdfd-008c-4387011478d3, HandlerErrorCode: NotFound)",1,0.01,1,0,0,0,0,0,1,0,0
"Line 239: too many spaces inside braces
Line 239: too many spaces inside braces
Line 247: wrong indentation: expected 10 but found 12",1,0.01,0,0,0,0,0,1,0,0,1
"Found an embedded parameter ""${DBSecret}"" outside of an ""Fn::Sub"" at Resources/DBCluster/Properties/MasterUserPassword",1,0.01,1,0,0,0,0,0,0,1,0
"Found an embedded parameter ""${DBSecret}"" outside of an ""Fn::Sub"" at Resources/DBCluster/Properties/MasterUsername",1,0.01,1,0,0,0,0,0,0,1,0
"Line 84: too many spaces inside brackets
Line 85: too many spaces inside brackets",1,0.01,1,0,0,0,0,0,0,0,1
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [Subnet1, Subnet2, VpcId, DBName] must have values",1,0.01,1,0,0,0,0,0,1,0,0
Parameter StreamName not used.,1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""The vpc ID 'vpc-1234567890abcdef0' is malformed (Service: Ec2, Status Code: 400, Request ID: fa479d64-e5bb-4afc-bcd1-8598004f5d95) (SDK Attempt Count: 1)"" (RequestToken: 11bbfd98-d9b4-56b8-73d8-8188114cd61a, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [VpcId, VpcCidr, SubnetId] must have values",1,0.01,1,0,0,0,0,0,1,0,0
"'VPC' is not one of ['EFSFileSystem', 'EFSSecurityGroup', 'EFSMountTargets', 'BackupVault', 'BackupRole', 'BackupPlan', 'BackupSelection', 'IOUtilizationAlarm', 'BurstCreditBalanceAlarm']",1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""Invalid request provided: CreateCluster Invalid Request: Invalid setting 'value' (Service: AmazonECS; Status Code: 400; Error Code: InvalidParameterException; Request ID: 79812eb6-6c49-40ba-9557-c67f9e32b949; Proxy: null)"" (RequestToken: e99a4399-b1a0-ca31-5ae8-1b0638e2b6ed, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Invalid request provided: CreateCluster Invalid Request: Invalid setting 'value' (Service: AmazonECS; Status Code: 400; Error Code: InvalidParameterException; Request ID: c0a52f01-d597-4ae5-8d2e-e87fcd78fa7f; Proxy: null)"" (RequestToken: e1827c87-628b-c5a1-0f27-71df2f419198, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Invalid request provided: CreateCluster Invalid Request: Invalid setting 'value' (Service: AmazonECS; Status Code: 400; Error Code: InvalidParameterException; Request ID: 2f676cee-4d4b-4a6c-b653-df9e3f5eb146; Proxy: null)"" (RequestToken: 734b65d5-7162-2eda-5822-acda37a5e59a, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Invalid request provided: AWS::Cognito::UserPoolDomain"" (RequestToken: 3674fa6d-ea5e-7148-fa82-7c010d1d4ec1, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Policy arn:aws:iam::aws:policy/service-role/AWSEmrServerlessServiceRole does not exist or is not attachable. (Service: Iam, Status Code: 404, Request ID: c1300c27-95ea-49f9-82ed-35c6347a2539) (SDK Attempt Count: 1)"" (RequestToken: 48c10797-7166-506d-2927-ba12098f4b77, HandlerErrorCode: NotFound)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Invalid request provided: One or more parameters are missing: resourceQuery, configuration (Service: ResourceGroups, Status Code: 400, Request ID: b0ec2655-fece-472b-a2ac-8a61aa9107c0) (SDK Attempt Count: 1)"" (RequestToken: f373f300-f044-61e3-5336-4aeed22031b4, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"{'Fn::Mul': [{'Ref': 'MaximumCapacity'}, 1024]} is not of type 'string'",1,0.01,1,0,0,0,0,0,0,1,0
"'8.0.mysql_aurora.3.03.1' is not one of ['5.7', '5.7.mysql_aurora.2.11.1', '5.7.mysql_aurora.2.11.2', '5.7.mysql_aurora.2.11.3', '5.7.mysql_aurora.2.11.4', '5.7.mysql_aurora.2.11.4', '5.7.mysql_aurora.2.11.5', '5.7.mysql_aurora.2.11.6', '5.7.mysql_aurora.2.12.0', '5.7.mysql_aurora.2.12.1', '5.7.mysql_aurora.2.12.2', '5.7.mysql_aurora.2.12.3', '5.7.mysql_aurora.2.12.4', '8.0', '8.0.mysql_aurora.3.04.0', '8.0.mysql_aurora.3.04.1', '8.0.mysql_aurora.3.04.2', '8.0.mysql_aurora.3.04.3', '8.0.mysql_aurora.3.05.2', '8.0.mysql_aurora.3.06.0', '8.0.mysql_aurora.3.06.1', '8.0.mysql_aurora.3.07.0', '8.0.mysql_aurora.3.07.1', '8.0.mysql_aurora.3.08.0']",1,0.01,1,0,0,0,0,0,0,1,0
"{'DRIVER': {'WorkerCount': 1, 'WorkerConfiguration': {'Cpu': 2, 'Memory': 4096}}, 'EXECUTOR': {'WorkerCount': 2, 'WorkerConfiguration': {'Cpu': 4, 'Memory': 8192}}} is not of type 'array'",1,0.01,1,0,0,0,0,0,0,1,0
"Parameter validation failed: parameter value vpc-1234567890abcdef0 for parameter name VpcId does not exist, parameter value subnet-0987654321fedcba0 for parameter name Subnet2Id does not exist, parameter value subnet-1234567890abcdef0 for parameter name Subnet1Id does not exist. Delete requested by user.",1,0.01,1,0,0,0,0,0,1,0,0
Line 83: wrong indentation: expected 16 but found 18,1,0.01,1,0,0,0,0,0,0,0,1
Additional properties are not allowed ('ResourceShareArn' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
Additional properties are not allowed ('ResourceArn' was unexpected. Did you mean 'ResourceArns'?),1,0.01,1,0,0,0,0,0,0,1,0
"'ELBAccountMap' is not one of ['ALBAccessLogsBucket', 'ALBAccessLogsBucketPolicy']",1,0.01,1,0,0,0,0,0,0,1,0
{'Fn::Sub': 'arn:aws:iam::${AWS::Region}'} does not match '^arn:(aws|aws-cn|aws-us-gov):iam::cloudfront:user/.+$' when 'Fn::Sub' is resolved,1,0.01,1,0,0,0,0,0,0,1,0
{'Fn::Sub': 'arn:aws:iam::${AWS::Region}'} does not match '^arn:(aws|aws-cn|aws-us-gov):sts::\\d{12}:assumed-role' when 'Fn::Sub' is resolved,1,0.01,1,0,0,0,0,0,0,1,0
{'Fn::Sub': 'arn:aws:iam::${AWS::Region}'} does not match '^arn:(aws|aws-cn|aws-us-gov):iam::\\d{12}:(?:root|user|group|role)' when 'Fn::Sub' is resolved,1,0.01,1,0,0,0,0,0,0,1,0
{'Fn::Sub': 'arn:aws:iam::${AWS::Region}'} does not match '^\\d{12}$' when 'Fn::Sub' is resolved,1,0.01,1,0,0,0,0,0,0,1,0
{'Fn::Sub': 'arn:aws:iam::${AWS::Region}'} is not valid under any of the given schemas when 'Fn::Sub' is resolved,1,0.01,1,0,0,0,0,0,0,1,0
"Parameter validation failed: parameter value vpc-1234567890abcdef0 for parameter name VpcId does not exist, parameter value subnet-0987654321fedcba0 for parameter name PublicSubnet2 does not exist, parameter value subnet-1234567890abcdef0 for parameter name PublicSubnet1 does not exist. Delete requested by user.",1,0.01,1,0,0,0,0,0,1,0,0
'ApplicationLoadBalancer' dependency already enforced by a 'Ref' at 'Resources/ALBListener/Properties/LoadBalancerArn',1,0.01,1,0,0,0,0,0,0,1,0
"YAML syntax error at line 6, column 25: mapping values are not allowed here",1,0.01,1,0,0,0,0,0,0,0,1
'B2BIProfile' dependency already enforced by a 'Ref' at 'Resources/B2BITransformer/Properties/ProfileId',1,0.01,1,0,0,0,0,0,0,1,0
'CustomDomainNameResource' dependency already enforced by a 'GetAtt' at 'Resources/DnsRecord/Properties/AliasTarget/DNSName',1,0.01,1,0,0,0,0,0,0,1,0
Additional properties are not allowed ('LogGroupName' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
'LambdaExecutionRole' dependency already enforced by a 'GetAtt' at 'Resources/TransformFunction/Properties/Role',1,0.01,1,0,0,0,0,0,0,1,0
Circular Dependencies for resource TransformFunction. Circular dependency with [LambdaExecutionRole],1,0.01,1,0,0,0,0,0,0,1,0
Circular Dependencies for resource InputBucket. Circular dependency with [TransformFunction],1,0.01,1,0,0,0,0,0,0,1,0
Additional properties are not allowed ('Password' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
'TransferUserSecret' dependency already enforced by a 'Ref' at 'Resources/TransferUser/Properties/Password',1,0.01,1,0,0,0,0,0,0,1,0
'TransferServer' dependency already enforced by a 'Ref' at 'Resources/TransferUser/Properties/ServerId',1,0.01,1,0,0,0,0,0,0,1,0
'TransferServerRole' dependency already enforced by a 'GetAtt' at 'Resources/TransferServer/Properties/LoggingRole',1,0.01,1,0,0,0,0,0,0,1,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [BusinessContactEmail, EnvironmentName, BusinessContactPhone, BusinessContactName] must have values",1,0.01,1,0,0,0,0,0,1,0,0
Additional properties are not allowed ('TransformationRules' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
Additional properties are not allowed ('Target' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
Additional properties are not allowed ('Source' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""The domain name you provided already exists. (Service: ApiGateway, Status Code: 400, Request ID: 0184cc13-28c6-4e74-9642-00c1fa3fb43d)"" (RequestToken: c91005af-0d83-14ac-64f1-75044abd8873, HandlerErrorCode: AlreadyExists)",1,0.01,1,0,0,0,0,0,1,0,0
'GlueServiceRole' dependency already enforced by a 'GetAtt' at 'Resources/GlueJob/Properties/Role',1,0.01,1,0,0,0,0,0,0,1,0
'CustomDomainNameResource' dependency already enforced by a 'GetAtt' at 'Resources/DnsRecord/Properties/AliasTarget/HostedZoneId',1,0.01,1,0,0,0,0,0,0,1,0
Resources and Parameters must not share name: CustomDomainName,1,0.01,1,0,0,0,0,0,0,1,0
'NatEIP' dependency already enforced by a 'GetAtt' at 'Resources/NatGateway/Properties/AllocationId',1,0.01,1,0,0,0,0,0,0,1,0
'VPC' dependency already enforced by a 'Ref' at 'Resources/PrivateSubnet2/Properties/VpcId',1,0.01,1,0,0,0,0,0,0,1,0
'VPC' dependency already enforced by a 'Ref' at 'Resources/PrivateSubnet1/Properties/VpcId',1,0.01,1,0,0,0,0,0,0,1,0
"{'Type': 'StringList', 'Values': ['#!/bin/bash\nif ! systemctl is-active --quiet nginx; then\n  systemctl start nginx\nfi\n']} is not of type 'string'",1,0.01,1,0,0,0,0,0,0,1,0
'LogBucket' dependency already enforced by a 'GetAtt' at 'Resources/LogBucketPolicy/Properties/PolicyDocument/Statement/0/Resource/1',1,0.01,1,0,0,0,0,0,0,1,0
'LogBucket' dependency already enforced by a 'GetAtt' at 'Resources/LogBucketPolicy/Properties/PolicyDocument/Statement/0/Resource/0',1,0.01,1,0,0,0,0,0,0,1,0
"'LatestAmiId' is not one of ['InstanceType', 'VpcId', 'SubnetId', 'Environment', 'LogBucket', 'LogBucketPolicy', 'EC2Role', 'EC2InstanceProfile', 'SecurityGroup', 'EC2Instance', 'SSMAssociation', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,1,0,0,0,0,0,0,1,0
"[{'Key': 'Environment', 'Value': 'Production'}] is not of type 'object'",1,0.01,1,0,0,0,0,0,0,1,0
Additional properties are not allowed ('ControlFindingsFormat' was unexpected),1,0.01,1,0,0,0,0,0,0,1,0
"[{'Key': 'Purpose', 'Value': 'Security-Monitoring'}, {'Key': 'Environment', 'Value': 'Production'}] is not of type 'object'",1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""Policy arn:aws:iam::aws:policy/AWSLambdaBasicExecutionRole does not exist or is not attachable. (Service: Iam, Status Code: 404, Request ID: e961fe64-71e6-4850-b020-405487274326) (SDK Attempt Count: 1)"" (RequestToken: 40bcfb81-d04f-419c-2ae7-ce8cfda649b8, HandlerErrorCode: NotFound)",1,0.01,1,0,0,0,0,0,1,0,0
Circular Dependencies for resource CustomDomainName. Circular dependency with [CustomDomainName],1,0.01,1,0,0,0,0,0,0,1,0
"An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [TrustedToolingAccountId, TrustedIdentityAccountId] must have values",1,0.01,1,0,0,0,0,0,1,0,0
'DeadLetterQueue' dependency already enforced by a 'GetAtt' at 'Resources/EventRule/Properties/Targets/0/DeadLetterConfig/Arn',1,0.01,1,0,0,0,0,0,0,1,0
Parameter TrustedToolingAccountId not used.,1,0.01,1,0,0,0,0,0,0,1,0
"YAML syntax error at line 6, column 22: mapping values are not allowed here",1,0.01,1,0,0,0,0,0,0,0,1
"YAML syntax error at line 6, column 16: mapping values are not allowed here",1,0.01,1,0,0,0,0,0,0,0,1
Parameter BucketNamePrefix not used.,1,0.01,1,0,0,0,0,0,0,1,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [BucketNamePrefix] must have values,1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""my-lambda-trigger-bucket already exists (Service: S3, Status Code: 0, Request ID: null)"" (RequestToken: 8fe45437-bfe3-1a93-3ce1-3fd726af0b1c, HandlerErrorCode: AlreadyExists)",1,0.01,1,0,0,0,0,0,1,0,0
'LambdaFunction' dependency already enforced by a 'GetAtt' at 'Resources/BucketPermission/Properties/FunctionName',1,0.01,1,0,0,0,0,0,0,1,0
'ReplicaBucket' dependency already enforced by a 'GetAtt' at 'Resources/MainBucket/Properties/ReplicationConfiguration/Rules/0/Destination/Bucket',1,0.01,1,0,0,0,0,0,0,1,0
'LoggingBucket' dependency already enforced by a 'Ref' at 'Resources/MainBucket/Properties/LoggingConfiguration/DestinationBucketName',1,0.01,1,0,0,0,0,0,0,1,0
'DatabaseSecret' dependency already enforced by a 'Ref' at 'Resources/RDSInstance/Properties/MasterUsername',1,0.01,1,0,0,0,0,0,0,1,0
"Line 152: too many spaces inside brackets
Line 153: too many spaces inside brackets",1,0.01,1,0,0,0,0,0,0,0,1
Resource type 'AWS::RAM::ResourceAssociation' does not exist in 'us-east-1',1,0.01,1,0,0,0,0,0,0,1,0
'ResourceShare' dependency already enforced by a 'GetAtt' at 'Resources/ResourceAssociation/Properties/ResourceShareArn',1,0.01,1,0,0,0,0,0,0,1,0
'TransitGateway' dependency already enforced by a 'Ref' at 'Resources/ResourceShare/Properties/ResourceArns/0',1,0.01,1,0,0,0,0,0,0,1,0
'EventBridgeRole' dependency already enforced by a 'GetAtt' at 'Resources/EventRule/Properties/Targets/0/RoleArn',1,0.01,1,0,0,0,0,0,0,1,0
'MongoDBApiDestination' dependency already enforced by a 'GetAtt' at 'Resources/EventRule/Properties/Targets/0/Arn',1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""Policy arn:aws:iam::aws:policy/service-role/AmazonEventBridgeFullAccess does not exist or is not attachable. (Service: Iam, Status Code: 404, Request ID: 027cc1ed-2873-4c36-a30c-79d20c2d9a0e) (SDK Attempt Count: 1)"" (RequestToken: 9fcb495a-8a40-c028-04fa-ec4c6f8ddd10, HandlerErrorCode: NotFound)",1,0.01,1,0,0,0,0,0,1,0,0
An error occurred (ValidationError) when calling the CreateStack operation: Parameters: [CustomDomainPrefix] must have values,1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""DeliverLogsPermissionArn is not applicable for s3 delivery (Service: Ec2, Status Code: 400, Request ID: 14ddda86-da16-4999-9e12-f9030516f773) (SDK Attempt Count: 1)"" (RequestToken: 8cb82ac2-e30d-2410-898d-9674a41bb76d, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Policy arn:aws:iam::aws:policy/service-role/AWSVPCFlowLogsService does not exist or is not attachable. (Service: Iam, Status Code: 404, Request ID: 0efb76d8-3524-4841-98f4-29cb83970ec2) (SDK Attempt Count: 1)"" (RequestToken: e3b836de-beda-c9a7-424a-85778b5978a5, HandlerErrorCode: NotFound)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""DeliverLogsPermissionArn is not applicable for s3 delivery (Service: Ec2, Status Code: 400, Request ID: 5e3fe082-07e5-48d6-93e0-ec7e769a49bd) (SDK Attempt Count: 1)"" (RequestToken: 780b75f1-4c91-70e3-f654-dcf924f9c7a8, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
'FlowLogsBucket' dependency already enforced by a 'GetAtt' at 'Resources/VPCFlowLog/Properties/LogDestination',1,0.01,1,0,0,0,0,0,0,1,0
'FlowLogsBucket' dependency already enforced by a 'GetAtt' at 'Resources/FlowLogsBucketPolicy/Properties/PolicyDocument/Statement/1/Resource/1',1,0.01,1,0,0,0,0,0,0,1,0
'FlowLogsBucket' dependency already enforced by a 'GetAtt' at 'Resources/FlowLogsBucketPolicy/Properties/PolicyDocument/Statement/1/Resource/0',1,0.01,1,0,0,0,0,0,0,1,0
"Resource handler returned message: ""DeliverLogsPermissionArn is not applicable for s3 delivery (Service: Ec2, Status Code: 400, Request ID: eea66a8a-b1c9-406d-b0a3-94ba41fa026d) (SDK Attempt Count: 1)"" (RequestToken: 37376ec4-b9f2-f7af-b77a-956045deb1d2, HandlerErrorCode: InvalidRequest)",1,0.01,1,0,0,0,0,0,1,0,0
"Resource handler returned message: ""Policy arn:aws:iam::aws:policy/service-role/AWSCloudFormationFullAccess does not exist or is not attachable. (Service: Iam, Status Code: 404, Request ID: 82f431fa-c47e-4d44-8815-551a8d1cf748) (SDK Attempt Count: 1)"" (RequestToken: ff680556-fd38-b500-30a8-4fe47efdd7d0, HandlerErrorCode: NotFound)",1,0.01,1,0,0,0,0,0,1,0,0
